Address,City,Name,Phone Number,Website,Zip Code,source_url
"124 Barker St, London, ON N5Y 1Y1",London,Carling Heights Pharmacy,519-451-7775,https://www.southwesthealthline.ca/displayService.aspx?id=160512,N5Y 1Y1,https://open-pharmacy-research.ca/
"163 Main St, Ailsa Craig, ON N0M 1A0",Ailsa Craig,CDS Pharmacy - Ailsa Craig,519-293-3246,https://www.southwesthealthline.ca/displayService.aspx?id=12220,N0M 1A0,https://open-pharmacy-research.ca/
"1695 Wonderland Rd N, Unit B, London, ON N6G 4W3",London,CDS Pharmacy - London - Wonderland Rd N,519-472-2345,https://www.southwesthealthline.ca/displayService.aspx?id=12603,N6G 4W3,https://open-pharmacy-research.ca/
"22534 Adelaide Rd, Mount Brydges, ON N0L 1W0",Mount Brydges,CDS Pharmacy - Mount Brydges,519-264-2000,https://www.southwesthealthline.ca/displayService.aspx?id=14913,N0L 1W0,https://open-pharmacy-research.ca/
"650 Dundas St, London, ON N5W 2Y8",London,Chapman's Pharmacy,519-439-8411,https://www.southwesthealthline.ca/displayService.aspx?id=12635,N5W 2Y8,https://open-pharmacy-research.ca/
"101 Cherryhill Blvd, Unit 114, London, ON N6H 4S4",London,Cherryhill Pharmacy,519-673-4554,https://www.southwesthealthline.ca/displayService.aspx?id=222987,N6H 4S4,https://open-pharmacy-research.ca/
"38 1st Ave S, Chesley, ON N0G 1L0",Chesley,Chesley Pharmacy,226-433-2433,https://www.southwesthealthline.ca/displayService.aspx?id=196438,N0G 1L0,https://open-pharmacy-research.ca/
"163 Commissioners Rd W, London, ON N6J 1X9",London,Commissioners Pharmacy,519-438-5555,https://www.southwesthealthline.ca/displayService.aspx?id=12747,N6J 1X9,https://open-pharmacy-research.ca/
"3140 Dingman Dr, London, ON N6E 3W8",London,Costco Pharmacy - London - Dingman Dr,519-691-0643,https://www.southwesthealthline.ca/displayService.aspx?id=12801,N6E 3W8,https://open-pharmacy-research.ca/
"693 Wonderland Rd N, London, ON N6H 4L1",London,Costco Pharmacy - London - Wonderland Rd N,519-474-5303,https://www.southwesthealthline.ca/displayService.aspx?id=12802,N6H 4L1,https://open-pharmacy-research.ca/
"11569 Longwoods Rd, Delaware, ON N0L 1E0",Delaware,Delaware Pharmacy,519-652-5558,https://www.southwesthealthline.ca/displayService.aspx?id=174594,N0L 1E0,https://open-pharmacy-research.ca/
"Vanderwerf's Your Independent Grocer, 1244 Goderich St (Hwy 21), Port Elgin, ON N0H 2C0",Port Elgin,DRUGStore Pharmacy (Wadland Pharmacy Ltd.) - Port Elgin (Vanderwerf's Your Independent Grocer) (YIG),519-389-6805,https://www.southwesthealthline.ca/displayService.aspx?id=13251,N0H 2C0,https://open-pharmacy-research.ca/
"1560 Dundas St, Unit 5, London, ON N5W 3C1",London,Dundas Pharmacy - London,519-601-3555,https://www.southwesthealthline.ca/displayService.aspx?id=170966,N5W 3C1,https://open-pharmacy-research.ca/
"740 Dundas St, Unit 1, London, ON N5W 3T4",London,East Village Apothecary,519-642-9898,https://www.southwesthealthline.ca/displayService.aspx?id=222388,N5W 3T4,https://open-pharmacy-research.ca/
"Elmdale Health Centre, 25 Elm St, St Thomas, ON N5R 1H6",St Thomas,Elmdale Medical Pharmacy - Remedy'sRx - St. Thomas,519-633-6337,https://www.southwesthealthline.ca/displayService.aspx?id=199511,N5R 1H6,https://open-pharmacy-research.ca/
"104 Commissioner St, Embro, ON N0J 1J0",Embro,Embro Family Pharmacy,519-602-6006,https://www.southwesthealthline.ca/displayService.aspx?id=220734,N0J 1J0,https://open-pharmacy-research.ca/
"1401 Ernest Ave, Unit 11, London, ON N6E 2P6",London,Ernest Pharmacy and Medical Centre,519-681-1888,https://www.southwesthealthline.ca/displayService.aspx?id=12940,N6E 2P6,https://open-pharmacy-research.ca/
"36 Heritage Dr, Ilderton, ON N0M 2A0",Ilderton,Excel Pharmacy - PharmaChoice - Ilderton - Heritage Dr (Excel),519-666-0440,https://www.southwesthealthline.ca/displayService.aspx?id=12947,N0M 2A0,https://open-pharmacy-research.ca/
"1005 Farnham Rd, London, ON N6K 1S3",London,Farnham Pharmacy,519-930-2452,https://www.southwesthealthline.ca/displayService.aspx?id=218455,N6K 1S3,https://open-pharmacy-research.ca/
"24 First Ave, Unit 4, St Thomas, ON N5R 4M5",St Thomas,First Ave Pharmacy,519-207-5111,https://www.southwesthealthline.ca/displayService.aspx?id=195873,N5R 4M5,https://open-pharmacy-research.ca/
"7 Durham St, Flesherton, ON N0C 1E0",Flesherton,Flesherton Pharmacy,519-924-3007,https://www.southwesthealthline.ca/displayService.aspx?id=13001,N0C 1E0,https://open-pharmacy-research.ca/
"215 Fanshawe Park Rd W, Suite 102, London, ON N6G 5A9",London,FMC Pharmacy,519-858-8000,https://www.southwesthealthline.ca/displayService.aspx?id=191300,N6G 5A9,https://open-pharmacy-research.ca/
"509 Commissioners Rd W, London, ON N6J 1Y5",London,Drug Basics Pharmacy - London,519-471-3699,nan,N6J 1Y5,https://open-pharmacy-research.ca/
"925 Ontario St, Stratford, ON N5A 6W5",Stratford,Food and Drug Basics Pharmacy - Stratford,519-271-4555,nan,N5A 6W5,https://open-pharmacy-research.ca/
"561 Southdale Rd E, Unit 9A, London, ON N6E 3M7",London,Forest City Pharmacy & Medical,226-289-3589,nan,N6E 3M7,https://open-pharmacy-research.ca/
"971 Commissioners Rd E, London, ON N5Z 3H9",London,Frontenac IDA Pharmacy,519-649-0500,nan,N5Z 3H9,https://open-pharmacy-research.ca/
"Grace Medical Building, 1070 Gainsborough Rd, London, ON N6H 5L5",London,Grace Drug Store,519-473-1001,nan,N6H 5L5,https://open-pharmacy-research.ca/
"629 Consortium Court, London, ON N6E 2S8",London,GreenShield Pharmacy,226-330-0200,nan,N6E 2S8,https://open-pharmacy-research.ca/
"14091 Belmont Rd, Belmont, ON N0L 1B0",Belmont,Guardian Pharmacy - Belmont (Belmont Pharmacy),519-558-2010,nan,N0L 1B0,https://open-pharmacy-research.ca/
"38-44 Thames Rd E, Exeter, ON N0M 1S3",Exeter,Guardian Pharmacy - Exeter,519-235-1570,nan,N0M 1S3,https://open-pharmacy-research.ca/
"253 Main St, Glencoe, ON N0L 1M0",Glencoe,Guardian Pharmacy - Glencoe,519-287-2731,nan,N0L 1M0,https://open-pharmacy-research.ca/
"1709 Dundas St E, London, ON N5W 3E1",London,Guardian Pharmacy - London - Dundas St (Coulter's),519-451-0750,nan,N5W 3E1,https://open-pharmacy-research.ca/
"2175 Richmond St, Unit 4, London, ON N6G 3V9",London,Guardian Pharmacy - London - Richmond St (Sunningdale Uptown),519-850-5454,nan,N6G 3V9,https://open-pharmacy-research.ca/
"130 Thompson Rd, London, ON N5Z 2Y6",London,Guardian Pharmacy - London - Thompson Rd (Luna RX),519-601-5862,nan,N5Z 2Y6,https://open-pharmacy-research.ca/
"1061 Wonderland Rd S, Unit 2, London, ON N6K 3X4",London,Guardian Pharmacy - London - Wonderland Rd S (Wonderland Pharmacy),519-649-2520,nan,N6K 3X4,https://open-pharmacy-research.ca/
"248 Dundas St, London, ON N6A 1H3",London,Guardian Pharmacy - Medpoint Care Pharmacy,519-434-1111,nan,N6A 1H3,https://open-pharmacy-research.ca/
"22262 Mill Rd, RR 5, Mount Brydges, ON N0L 1W0",Mount Brydges,Guardian Pharmacy - Mount Brydges - Southwest Middlesex Health Centre,519-264-2023,nan,N0L 1W0,https://open-pharmacy-research.ca/
"514 Queen St S, Paisley, ON N0G 2N0",Paisley,Guardian Pharmacy - Paisley,519-353-5707,nan,N0G 2N0,https://open-pharmacy-research.ca/
"47 Albert St W, Plattsville, ON N0J 1S0",Plattsville,Guardian Pharmacy - Plattsville,226-656-0111,nan,N0J 1S0,https://open-pharmacy-research.ca/
"32 Wellington St S, St Marys, ON N4X 1B2",St Marys,Guardian Pharmacy - St Marys - Wellington St S (Jackson's),519-284-1491,nan,N4X 1B2,https://open-pharmacy-research.ca/
"12 Wellington St, Stratford, ON N5A 7V4",Stratford,Guardian Pharmacy - Stratford - Wellington St (Sinclair),519-271-8940,nan,N5A 7V4,https://open-pharmacy-research.ca/
"35 Front St W, Strathroy, ON N7G 1X5",Strathroy,Guardian Pharmacy - Strathroy - Front St W (Bossons Pharmacy),519-245-3810,nan,N7G 1X5,https://open-pharmacy-research.ca/
"870 Queenston Blvd, Unit D, Woodstock, ON N4T 0M4",Woodstock,Guardian Pharmacy - Woodstock - Queenston Blvd (Oxford),519-421-4000,nan,N4T 0M4,https://open-pharmacy-research.ca/
"Springbank Medical Centre, 460 Springbank Dr, Unit 109, London, ON N6J 0A8",London,Guardian Thames Valley Pharmacy,548-689-9708,nan,N6J 0A8,https://open-pharmacy-research.ca/
"204 Hamilton Rd, London, ON N6B 3H2",London,Hamilton Pharmacy,519-204-1540,nan,N6B 3H2,https://open-pharmacy-research.ca/
"St Thomas Family Health Centre, 230 First Ave, St Thomas, ON N5R 4P5",St Thomas,Health Centre Pharmacy - Remedy'sRx - St Thomas,519-631-1550,nan,N5R 4P5,https://open-pharmacy-research.ca/
"Woodstock Medical Centre, 645 Finkle St, Woodstock, ON N4V 0E1",Woodstock,HealthFirst Pharmacy,226-793-1020,nan,N4V 0E1,https://open-pharmacy-research.ca/
"121 King St, Hensall, ON N0M 1X0",Hensall,Hensall Pharmacy,519-262-3337,nan,N0M 1X0,https://open-pharmacy-research.ca/
"420 Talbot St W, Aylmer, ON N5H 1K9",Aylmer,Hills Clinic Pharmacy - Aylmer - Talbot St W (Pharmachoice),519-765-2880,nan,N5H 1K9,https://open-pharmacy-research.ca/
"155 Queen St E, St Marys, ON N4X 1B6",St Marys,Hubbard Pharmacy Limited,519-284-1380,nan,N4X 1B6,https://open-pharmacy-research.ca/
"1195 Hyde Park Rd, Unit 2, London, ON N6H 5K6",London,Hyde Park Care Pharmacy,519-473-0444,nan,N6H 5K6,https://open-pharmacy-research.ca/
"975 Wallace Ave N, Unit C, Listowel, ON N4W 3M3",Listowel,IDA LISTOWEL CARE PHARMACY - Listowel,519-418-1800,nan,N4W 3M3,https://open-pharmacy-research.ca/
"6 Talbot St E, Aylmer, ON N5H 1H4",Aylmer,IDA Pharmacy - Aylmer,519-765-1088,nan,N5H 1H4,https://open-pharmacy-research.ca/
"4327 Hamilton Rd, Unit 3, Dorchester, ON N0L 1G3",Dorchester,IDA Pharmacy - Dorchester,519-268-6060,nan,N0L 1G3,https://open-pharmacy-research.ca/
"203-207 Garafraxa St N, Durham, ON N0G 1R0",Durham,IDA Pharmacy - Durham (Rx Drug Mart Garafraxa),519-369-3340,nan,N0G 1R0,https://open-pharmacy-research.ca/
172 Currie Rd,Dutton,IDA Pharmacy - Dutton (Highland Pharmacy),519-762-3218,https://www.southwesthealthline.ca/displayService.aspx?id=13169,N0L 1J0,https://open-pharmacy-research.ca/
440 Main St,Exeter,IDA Pharmacy - Exeter (Huron Apothecary),519-235-1982,https://www.southwesthealthline.ca/displayService.aspx?id=13226,N0M 1S7,https://open-pharmacy-research.ca/
112 The Square,Goderich,IDA Pharmacy - Goderich (De Jager Town Square),519-524-7228,https://www.southwesthealthline.ca/displayService.aspx?id=170544,N7A 1M8,https://open-pharmacy-research.ca/
319 10th St,Hanover,IDA Pharmacy - Hanover (Shannon IDA Pharmacy),519-506-2024,https://www.southwesthealthline.ca/displayService.aspx?id=219663,N4N 1P1,https://open-pharmacy-research.ca/
222 Colborne St,Port Stanley,IDA Pharmacy - IDA HIGHLAND DRUGMART PORT STANLEY,519-782-3324,https://www.southwesthealthline.ca/displayService.aspx?id=13170,N5L 1C2,https://open-pharmacy-research.ca/
"Active Care Medical Centre, 1807 Wonderland Rd N",London,IDA Pharmacy - London - Wonderland Rd N (London Medical Plex),519-473-4848,https://www.southwesthealthline.ca/displayService.aspx?id=176977,N6G 5C2,https://open-pharmacy-research.ca/
"Westmount Shopping Centre, 785 Wonderland Rd S, Main Fl",London,IDA Pharmacy - London - Wonderland Rd S (Dini Pharmacy),519-657-8668,https://www.southwesthealthline.ca/displayService.aspx?id=171238,N6K 1M6,https://open-pharmacy-research.ca/
"315 Main St, Unit 333",Lucan,IDA Pharmacy - Lucan (Lucan Care Pharmacy),226-593-0143,https://www.southwesthealthline.ca/displayService.aspx?id=224135,N0M 2J0,https://open-pharmacy-research.ca/
29 Toronto St N,Markdale,IDA Pharmacy - Markdale,519-986-9991,https://www.southwesthealthline.ca/displayService.aspx?id=13697,N0C 1H0,https://open-pharmacy-research.ca/
"334 Sykes St S, Unit 3",Meaford,IDA Pharmacy - Meaford,226-662-7000,https://www.southwesthealthline.ca/displayService.aspx?id=173552,N4L 1X1,https://open-pharmacy-research.ca/
40 Ontario Rd,Mitchell,IDA Pharmacy - Mitchell (Walther's),519-348-8833,https://www.southwesthealthline.ca/displayService.aspx?id=14976,N0K 1N0,https://open-pharmacy-research.ca/
"810 10th St W, Unit 6",Owen Sound,IDA Pharmacy - Owen Sound,226-664-5025,https://www.southwesthealthline.ca/displayService.aspx?id=177148,N4K 3S1,https://open-pharmacy-research.ca/
238 Main St,Parkhill,IDA Pharmacy - Parkhill (McIntyre Pharmacy),519-294-6314,https://www.southwesthealthline.ca/displayService.aspx?id=13704,N0M 2K0,https://open-pharmacy-research.ca/
41 Robinson St,Port Burwell,IDA Pharmacy - Port Burwell,519-874-7474,https://www.southwesthealthline.ca/displayService.aspx?id=196519,N0J 1T0,https://open-pharmacy-research.ca/
32 Queen St,Ripley,IDA Pharmacy - Ripley (Ripley Pharmacy),519-395-4459,https://www.southwesthealthline.ca/displayService.aspx?id=219662,N0G 2R0,https://open-pharmacy-research.ca/
278 Metcalfe St W,Strathroy,IDA Pharmacy - Strathroy (Pharmacy on Metcalfe),519-205-1000,https://www.southwesthealthline.ca/displayService.aspx?id=202333,N7G 1N3,https://open-pharmacy-research.ca/
17 Woodstock St S,Tavistock,IDA Pharmacy - Tavistock,519-655-2111,https://www.southwesthealthline.ca/displayService.aspx?id=14792,N0B 2R0,https://open-pharmacy-research.ca/
"594 Broadway St, Suite 1",Tillsonburg,IDA Pharmacy - Tillsonburg (Tillsonburg Care Pharmacy),519-842-2020,https://www.southwesthealthline.ca/displayService.aspx?id=177549,N4G 3S8,https://open-pharmacy-research.ca/
369 Mary St,Wiarton,IDA Pharmacy - Wiarton (Bayside),519-534-5090,https://www.southwesthealthline.ca/displayService.aspx?id=12353,N0H 2T0,https://open-pharmacy-research.ca/
608 Berford St,Wiarton,IDA Pharmacy - Wiarton (McKenzie's),519-534-0230,https://www.southwesthealthline.ca/displayService.aspx?id=13706,N0H 2T0,https://open-pharmacy-research.ca/
55 Josephine St,Wingham,IDA Pharmacy - Wingham (Rx Drug Mart),519-357-3490,https://www.southwesthealthline.ca/displayService.aspx?id=14915,N0G 2W0,https://open-pharmacy-research.ca/
"600 Princess St, Suite 201",Woodstock,IDA Pharmacy - Woodstock (Princess),519-421-1222,https://www.southwesthealthline.ca/displayService.aspx?id=146157,N4S 4H4,https://open-pharmacy-research.ca/
"Hansen's Independent Grocer, 62 Thames Rd E",Exeter,Independent Grocer - Loblaw Pharmacy - Exeter (Hansen's),519-235-0751,https://www.southwesthealthline.ca/displayService.aspx?id=13248,N0M 1S3,https://open-pharmacy-research.ca/
"Grant's Independent Grocer, 832 10th St",Hanover,Independent Grocer - Loblaw Pharmacy - Hanover (Grant's),519-364-7310,https://www.southwesthealthline.ca/displayService.aspx?id=13249,N4N 1S3,https://open-pharmacy-research.ca/
"McDonald's Indpendent Grocer, 780 Queen St E, Box 220",St Marys,Independent Grocer - Loblaw Pharmacy - St Marys (McDonald's),519-284-3716,https://www.southwesthealthline.ca/displayService.aspx?id=13252,N4X 1B1,https://open-pharmacy-research.ca/
17 Thames St S,Ingersoll,Ingersoll Medical Pharmacy,519-303-0255,https://www.southwesthealthline.ca/displayService.aspx?id=169260,N5C 2S8,https://open-pharmacy-research.ca/
"95 Blandford St, Unit 3",Innerkip,Innerkip Family Pharmacy,519-469-8611,https://www.southwesthealthline.ca/displayService.aspx?id=220185,N0J 1M0,https://open-pharmacy-research.ca/
"10166 Glendon Dr, Unit 203",Komoka,InstaCARE Pharmacy and Clinic,519-601-5557,https://www.southwesthealthline.ca/displayService.aspx?id=219675,N0L 1R0,https://open-pharmacy-research.ca/
"67 Main St S, Box 39",Seaforth,Keating's Pharmacy,519-527-1990,https://www.southwesthealthline.ca/displayService.aspx?id=13314,N0K 1W0,https://open-pharmacy-research.ca/
"551 Knights Hill Rd, Suite 1",London,Knight Hill Pharmacy,519-601-8070,https://www.southwesthealthline.ca/displayService.aspx?id=191854,N6J 3A1,https://open-pharmacy-research.ca/
"9918 Glendon Dr, Unit 1",Komoka,Komoka Pharmacy,519-641-0909,https://www.southwesthealthline.ca/displayService.aspx?id=146080,N0L 1R0,https://open-pharmacy-research.ca/
"197 Albert St S, Unit 3",Southampton,Kristen's Pharmacy,519-483-5085,https://www.southwesthealthline.ca/displayService.aspx?id=174637,N0H 2L0,https://open-pharmacy-research.ca/
2530 Main St,London,Lambeth Drugs,519-652-3306,https://www.southwesthealthline.ca/displayService.aspx?id=13359,N6P 1R2,https://open-pharmacy-research.ca/
38 Queen St,Langton,Langton Pharmacy,519-875-4888,https://www.southwesthealthline.ca/displayService.aspx?id=219664,N0E 1G0,https://open-pharmacy-research.ca/
"140 Oxford St E, Suite 400",London,LMC Pharmacy - London,226-781-4545,https://www.southwesthealthline.ca/displayService.aspx?id=199522,N6A 5R9,https://open-pharmacy-research.ca/
1740 Richmond St N,London,Loblaws - Loblaw Pharmacy - London - Richmond St N,519-673-5215,https://www.southwesthealthline.ca/displayService.aspx?id=13435,N5X 4E9,https://open-pharmacy-research.ca/
3040 Wonderland Rd S,London,Loblaws - Loblaw Pharmacy - London - Wonderland Rd S,519-668-3799,https://www.southwesthealthline.ca/displayService.aspx?id=13436,N6L 1A6,https://open-pharmacy-research.ca/
1261 Beaverbrook Ave,London,London Care Pharmacy North,519-642-9490,https://www.southwesthealthline.ca/displayService.aspx?id=161940,N6H 4L1,https://open-pharmacy-research.ca/
"University Hospital, 339 Windermere Rd",London,London Health Sciences Centre - University Hospital - Prescription Centre Pharmacy,519-663-3231,https://www.southwesthealthline.ca/displayService.aspx?id=13544,N6A 5A5,https://open-pharmacy-research.ca/
"800 Commissioners Rd E, B1-001",London,London Health Sciences Centre - Victoria Hospital - Pharmacy Services - Children's Hospital Pharmacy and Compounding Centre,519-685-8082,https://www.southwesthealthline.ca/displayService.aspx?id=16198,N6A 5W9,https://open-pharmacy-research.ca/
1472 Huron St,London,London Medical Pharmacy - London - 1472 Huron St,519-451-0123,https://www.southwesthealthline.ca/displayService.aspx?id=199523,N5V 2E5,https://open-pharmacy-research.ca/
1892 Dundas St,London,London Medical Pharmacy - London - 1892 Dundas St,519-455-8800,https://www.southwesthealthline.ca/displayService.aspx?id=146232,N5W 3G4,https://open-pharmacy-research.ca/
528 Dundas St,London,London Medical Pharmacy - London - 528 Dundas St,519-645-1766,https://www.southwesthealthline.ca/displayService.aspx?id=13568,N6B 1W6,https://open-pharmacy-research.ca/
637 Dundas St,London,London Medical Pharmacy - London - 637 Dundas St,519-204-4120,https://www.southwesthealthline.ca/displayService.aspx?id=185700,N5W 2Z1,https://open-pharmacy-research.ca/
1135 Adelaide St N,London,London Medical Pharmacy - London - Adelaide St N,519-434-5333,https://www.southwesthealthline.ca/displayService.aspx?id=13566,N5Y 5K7,https://open-pharmacy-research.ca/
25 Base Line Rd W,London,London Medical Pharmacy - London - Base Line Rd W,226-663-4647,https://www.southwesthealthline.ca/displayService.aspx?id=219684,N6J 1V1,https://open-pharmacy-research.ca/
"Bradley Medical Centre, 595 Bradley Ave",London,London Medical Pharmacy - London - Bradley Ave (Bradley Medical Centre),519-680-2265,https://www.southwesthealthline.ca/displayService.aspx?id=13567,N6E 3Z8,https://open-pharmacy-research.ca/
"Wharncliffe Medical Solutions Clinic, 217 Wharncliffe Rd S",London,LondonRx Pharmacy,548-866-0521,https://www.southwesthealthline.ca/displayService.aspx?id=225370,N6J 2L2,https://open-pharmacy-research.ca/
180 Main St,Lucan,Lucan Drug Mart,519-227-4792,https://www.southwesthealthline.ca/displayService.aspx?id=13650,N0M 2J0,https://open-pharmacy-research.ca/
2389 Main St,London,Main Street Pharmacy - London,519-913-3099,https://www.southwesthealthline.ca/displayService.aspx?id=224273,N6P 1A7,https://open-pharmacy-research.ca/
"1673 Richmond St N, Unit 4",London,Masonville Pharmacy,519-667-7800,https://www.southwesthealthline.ca/displayService.aspx?id=145757,N6G 2N3,https://open-pharmacy-research.ca/
44 Queen St,Kincardine,McKechnie Pharmacy,519-396-2133,https://www.southwesthealthline.ca/displayService.aspx?id=13705,N2Z 3C1,https://open-pharmacy-research.ca/
"931 Oxford St E, Unit 3",London,Meadowcrest Pharmacy,548-866-0613,https://www.southwesthealthline.ca/displayService.aspx?id=224222,N5Y 3K1,https://open-pharmacy-research.ca/
"729 Devonshire Ave, Unit 4",Woodstock,Medical Access Care Pharmacy - Woodstock,519-421-7340,https://www.southwesthealthline.ca/displayService.aspx?id=13720,N4S 5R3,https://open-pharmacy-research.ca/
312 Oxford St W,London,Medical Pharmacy - London - Oxford St W (Chelsey Park),519-672-4309,https://www.southwesthealthline.ca/displayService.aspx?id=12642,N6H 4N7,https://open-pharmacy-research.ca/
1476 Aldersbrook Rd,London,MedicalRx Pharmacy - Pharmasave - 1476 Aldersbrook Road,519-471-0666,https://www.southwesthealthline.ca/displayService.aspx?id=156609,N6G 0P5,https://open-pharmacy-research.ca/
"360 Caradoc St S, Suite 4",Strathroy,Medicenter Pharmacy,519-205-1700,https://www.southwesthealthline.ca/displayService.aspx?id=199964,N7G 2P6,https://open-pharmacy-research.ca/
"312 Commissioners Rd W, Unit 8",London,Medicine Shoppe (The) - London - Commissioners Rd W,519-471-1752,https://www.southwesthealthline.ca/displayService.aspx?id=13726,N6J 1Y3,https://open-pharmacy-research.ca/
413 King St,London,Medicine Shoppe (The) - London - King St,519-435-0675,https://www.southwesthealthline.ca/displayService.aspx?id=13725,N6B 1S5,https://open-pharmacy-research.ca/
"Wharncliffe Health Centre, 279 Wharncliffe Rd N, 101",London,Medicine Shoppe (The) - London - Wharncliffe Rd N (Asha),519-434-4774,https://www.southwesthealthline.ca/displayService.aspx?id=13727,N6H 2C2,https://open-pharmacy-research.ca/
114 Confederation Dr,St Thomas,MediOne St Thomas Pharmacy,226-919-6679,https://www.southwesthealthline.ca/displayService.aspx?id=219360,N5P 3P4,https://open-pharmacy-research.ca/
"240 Wharncliffe Rd N, Suite 102",London,Medsave Pharmacy - London - Wharncliffe Rd N,519-435-0100,https://www.southwesthealthline.ca/displayService.aspx?id=13734,N6H 4P2,https://open-pharmacy-research.ca/
1244 Commissioners Rd W,London,Metro Pharmacy - London - Commissioners Rd W (Byron),519-641-4646,https://www.southwesthealthline.ca/displayService.aspx?id=13759,N6K 1C7,https://open-pharmacy-research.ca/
"395 Wellington Rd S, London, ON N6C 4P9",London,Metro Pharmacy - London - Wellington Rd S,519-680-2375,https://www.southwesthealthline.ca/displayService.aspx?id=13761,N6C 4P9,https://open-pharmacy-research.ca/
"7 Frances St, PO Box 1073, Mitchell, ON N0K 1N0",Mitchell,Mitchell Medical Pharmacy,519-348-9100,https://www.southwesthealthline.ca/displayService.aspx?id=51801,N0K 1N0,https://open-pharmacy-research.ca/
"154 Fifth Ave, Unit 2, St Thomas, ON N5R 4E7",St Thomas,Morgan Your Pharmacy,519-631-2273,https://www.southwesthealthline.ca/displayService.aspx?id=199527,N5R 4E7,https://open-pharmacy-research.ca/
"844 Wonderland Rd S, Unit B, London, ON N6K 2V8",London,My Care Pharmacy,519-601-6462,https://www.southwesthealthline.ca/displayService.aspx?id=146414,N6K 2V8,https://open-pharmacy-research.ca/
"972 Hamilton R, Unit 18, London, ON N5W 1V6",London,My Drug Mart Pharmacy - London,519-451-9499,https://www.southwesthealthline.ca/displayService.aspx?id=225290,N5W 1V6,https://open-pharmacy-research.ca/
"1555 Glenora Dr, Unit 103, London, ON N5X 1V7",London,Neighbourhood Care Pharmacy,548-866-0458,https://www.southwesthealthline.ca/displayService.aspx?id=225010,N5X 1V7,https://open-pharmacy-research.ca/
"657 John St N, Aylmer, ON N5H 3J1",Aylmer,No Frills - Loblaw Pharmacy - Aylmer,519-765-2915,https://www.southwesthealthline.ca/displayService.aspx?id=13895,N5H 3J1,https://open-pharmacy-research.ca/
"7 Base Line Rd E, London, ON N6C 5Z8",London,No Frills - Loblaw Pharmacy - London - Base Line Rd E (Gary's),519-679-9887,https://www.southwesthealthline.ca/displayService.aspx?id=13898,N6C 5Z8,https://open-pharmacy-research.ca/
"599 Fanshawe Park Rd W, London, ON N6G 5B3",London,No Frills - Loblaw Pharmacy - London - Fanshawe Park Rd W,519-473-4775,https://www.southwesthealthline.ca/displayService.aspx?id=13897,N6G 5B3,https://open-pharmacy-research.ca/
"635 Southdale Rd E, London, ON N6E 3W6",London,No Frills - Loblaw Pharmacy - London - Southdale Rd E (Rob and Rachael's),519-686-8007,https://www.southwesthealthline.ca/displayService.aspx?id=13896,N6E 3W6,https://open-pharmacy-research.ca/
"Bergen NoFrills, 1020 10th St W, Owen Sound, ON N4K 2S1",Owen Sound,No Frills - Loblaw Pharmacy - Owen Sound (Bergen's),519-370-0346,https://www.southwesthealthline.ca/displayService.aspx?id=13899,N4K 2S1,https://open-pharmacy-research.ca/
"94 Fanshawe Park Rd E, London, ON N5X 4C5",London,North Centre Pharmacy London,519-672-9487,https://www.southwesthealthline.ca/displayService.aspx?id=219565,N5X 4C5,https://open-pharmacy-research.ca/
